[eSearchID]	[smart_phone_user_check]	[current_phone]	[current_phone] [other]	[SmartPhone_Model]	[alt_phone]	[Searching_and_Trying.0]	[Searching_and_Trying.1]	[Searching_and_Trying.2]	[Defending.0]	[Defending.1]	[Defending.2]	[Staying.0]	[Staying.1]	[Staying.2]	[Staying.3]	[Upgrading.0]	[Upgrading.1]	[Upgrading.2]	[Upgrading.3]	[Opposing.0]	[Opposing.1]	[Opposing.2]	[Opposing.3]	[Threats_to_Social_Identity.0]	[Threats_to_Social_Identity.1]	[Threats_to_Social_Identity.2]	[Threats_to_Social_Identity.3]	[Threats_to_Self_Image.0]	[Threats_to_Self_Image.1]	[Threats_to_Self_Image.2]	[Threats_to_Self_Image.3]	[Threats_to_Ability.0]	[Threats_to_Ability.1]	[Threats_to_Ability.2]	[Threats_to_Ability.3]	[Transfer_Cost.0]	[Transfer_Cost.1]	[Transfer_Cost.2]	[Transfer_Cost.3]	[Learning_Cost.0]	[Learning_Cost.1]	[Learning_Cost.2]	[Learning_Cost.3]	[Search_Cost.0]	[Search_Cost.1]	[Search_Cost.2]	[Service_Uncertainty.0]	[Service_Uncertainty.1]	[Service_Uncertainty.2]	[Benefit_Loss_Cost.0]	[Benefit_Loss_Cost.1]	[Benefit_Loss_Cost.2]	[Benefit_Loss_Cost.3]	[User_Identification.0]	[User_Identification.1]	[User_Identification.2]	[Brand_Identification.0]	[Brand_Identification.1]	[Brand_Identification.2]	[Brand_Identification.3]	[Alt_image.0]	[Alt_image.1]	[Alt_image.2]	[Habit.0]	[Habit.1]	[Habit.2]	[Habit.3]	[Inertia_Cognitive.0]	[Inertia_Cognitive.1]	[Inertia_Cognitive.2]	[Inertia_Behavioral.0]	[Inertia_Behavioral.1]	[Inertia_Behavioral.2]	[Inertia_Behavioral.3]	[Inertia_Affective.0]	[Inertia_Affective.1]	[Inertia_Affective.2]	[Self_efficacy.0]	[Self_efficacy.1]	[Self_efficacy.2]	[Self_efficacy.3]	[Ease_of_Use.0]	[Ease_of_Use.1]	[Ease_of_Use.2]	[Relative_Advantage.0]	[Relative_Advantage.1]	[Relative_Advantage.2]	[Familiarity.0]	[Familiarity.1]	[Familiarity.2]	[Relative_price]	[Smartphone_Attentiveness.0]	[Smartphone_Attentiveness.1]	[Smartphone_Attentiveness.2]	[Ego_Involvement.0]	[Ego_Involvement.1]	[Ego_Involvement.2]	[Gender]	[Age]	[Household_Income.0]	[Smartphone_Experience.0]	[Smartphone_Experience.1]	[Smartphone_Experience.2]	[Frequency]
1561350	1	1		5S	2	7	7	7	4	3	1	1	1	1	1	1	1	1	1	6	7	6	7	7	7	6	7	1	1	1	1	2	3	3	1	6	2	3	2	1	1	1	4	3	1	2	3	7	7	4	2	1	7	4	5	6	6	7	5	7	7	6	7	1	1	1	1	1	2	1	1	2	2	1	1	3	1	4	1	3	3	4	7	4	7	7	7	7	3	5	2	1	5	2	5	3	1	1	2	5	2	6	4	4
510675	1	2			1	1	1	1	4	4	4	1	1	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	4	4	4	4	4	4	4	6	1	1	1	1	1	1	0	5	10	1	1	1	1
429088	1	1		5	2	5	5	4	4	3	3	4	6	4	5	4	5	4	7	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	2	3	3	4	2	5	5	5	5	3	5	4	3	3	3	3	3	2	2	4	4	4	1	1	3	4	1	1	1	6	5	5	4	6	5	5	4	5	5	4	4	4	3	6	6	5	6	7	6	6	4	4	4	4	5	5	3	4	3	4	2	1	6	0	6	7	1	4	1	3
552506	1	2		Galaxy S3	1	1	1	1	7	7	7	7	7	7	7	7	7	7	5	4	4	4	4	1	1	1	1	4	4	4	7	3	3	4	3	6	4	3	3	4	4	3	4	1	6	7	7	6	5	2	7	7	4	4	5	4	5	5	5	5	4	3	3	7	7	6	7	6	5	6	5	7	6	7	7	6	6	6	6	6	6	6	5	6	4	5	4	4	4	4	6	5	5	5	4	3	7	0	5	10	2	4	1	5
1505881	1	4		Optimus S	2	4	4	4	5	5	5	1	4	4	4	3	3	3	4	3	3	3	3	3	1	4	3	3	2	2	3	2	2	2	2	5	4	4	4	5	5	5	4	5	4	3	4	5	3	4	3	3	2	4	4	4	4	4	5	4	4	5	5	5	5	5	5	5	5	5	4	4	4	4	4	4	3	7	6	6	4	5	5	5	5	5	5	3	3	4	7	1	1	1	1	1	1	1	6	8	1	2	2	3
1503311	1	2		Galaxy Note 3	1	1	4	1	7	7	7	7	7	7	7	7	7	7	4	4	4	4	2	4	4	1	2	6	4	7	7	4	7	7	7	7	6	6	7	6	7	7	7	5	5	7	7	7	7	7	7	7	4	7	7	7	6	7	7	4	5	4	3	7	7	7	7	7	6	6	6	7	7	7	7	7	7	7	6	7	7	3	2	2	1	1	1	1	3	2	6	6	6	6	6	6	7	1	5	5	5	7	1	6
1219627	1	1		5	2	2	3	6	4	4	4	6	6	4	4	7	4	3	2	4	7	4	7	4	4	7	1	3	6	4	4	4	3	4	6	4	7	5	6	6	5	4	6	5	4	4	5	2	2	4	6	4	4	4	4	4	4	4	4	4	4	4	4	2	5	2	2	5	6	7	6	4	7	2	4	2	3	2	2	2	2	4	4	3	6	2	5	7	6	7	4	4	7	6	4	7	7	1	3	3	1	1	1	3
SR062614	1	1		4	2	6	6	6	6	6	6	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	6	6	6	6	6	6	6	6	7	7	7	7	6	6	6	6	6	6	6	6	6	6	3	5	5	5	5	5	5	5	5	5	5	5	5	4	2	2	2	4	4	5	0	6	6	1	2	2	2
231940	1	1		5	2	5	5	5	7	4	5	5	5	6	4	3	5	4	4	3	2	5	4	1	1	1	2	4	3	3	6	6	3	1	1	7	4	6	3	5	5	5	4	7	7	4	3	6	5	7	7	5	2	4	4	4	2	4	4	4	4	5	4	7	7	7	5	7	7	7	2	4	4	5	7	7	5	7	6	7	7	6	6	6	4	4	4	6	6	6	6	5	3	4	2	2	2	1	4	6	3	6	2	4
1212990	1	1		5s	2	1	1	1	5	5	5	7	7	7	7	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	1	4	1	1	1	4	4	4	1	1	1	1	1	1	1	1	1	1	1	4	4	4	7	7	7	7	7	7	7	1	1	1	1	4	4	4	4	4	4	1	1	1	4	1	1	1	1	1	1	1	7	6	1	1	1	1
1499117	1	4		p880	1	3	5	4	5	5	4	5	3	4	6	4	5	2	4	5	5	4	5	4	4	3	4	5	6	5	3	3	3	4	4	4	5	5	5	5	4	3	4	6	3	5	4	4	4	3	4	4	3	2	5	3	4	5	3	4	4	4	3	3	3	5	4	5	3	4	3	5	4	4	4	4	3	7	6	5	6	5	4	6	6	4	4	3	5	5	7	5	2	4	4	4	4	0	3	3	2	6	1	4
1058250	1	2		s5	1	4	4	7	1	1	1	7	7	7	7	6	6	6	6	6	6	6	6	4	4	5	3	4	5	5	3	4	3	4	4	4	3	4	5	5	5	6	2	4	3	5	4	3	5	4	3	5	5	4	5	5	4	3	4	5	4	5	3	4	5	5	4	4	5	5	4	4	3	5	4	5	5	4	5	5	5	4	3	4	4	4	5	4	4	5	6	3	4	5	4	4	5	0	4	15	4	6	7	7
517019	1	2		S3	1	1	1	1	7	7	6	6	5	6	7	6	6	6	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	6	6	7	5	4	5	4	4	7	6	4	4	4	4	4	4	4	5	4	6	4	4	4	5	7	7	7	7	4	4	3	5	3	3	6	7	7	2	7	7	7	7	6	3	4	4	4	4	1	1	1	6	2	2	2	5	5	7	1	4	3	7	7	2	4
156153	1	2		S4	1	2	3	4	3	4	3	3	4	2	5	5	1	3	4	3	4	4	3	3	4	3	5	5	2	2	3	6	2	3	4	3	2	6	4	5	5	3	3	2	2	3	4	5	5	4	5	3	4	3	3	2	3	3	6	3	5	3	4	6	6	5	3	4	3	3	3	5	4	2	5	1	2	4	3	6	4	4	6	2	3	3	4	2	5	5	3	4	3	3	5	3	4	0	4	7	5	5	3	3
917158	1	2		Galaxy Light	1	2	4	2	2	2	2	2	6	4	6	2	4	2	7	1	1	1	1	2	1	1	1	3	3	3	5	3	3	3	3	4	3	3	4	5	4	4	4	5	4	5	4	5	4	4	4	3	3	3	3	3	2	2	2	2	2	5	2	5	4	4	4	3	3	5	3	4	4	5	5	4	2	5	5	6	5	5	5	5	3	3	3	2	4	2	7	1	1	1	1	1	1	1	3	6	1	1	1	3
1088500	1	2		galaxy	1	7	7	7	7	7	5	7	7	6	7	7	7	7	6	7	6	6	6	7	6	6	6	6	6	6	7	7	7	7	7	7	6	7	6	7	6	7	7	6	6	6	7	7	7	7	7	7	7	7	6	6	7	7	7	7	7	6	6	7	7	7	7	7	6	6	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	4	7	7	7	7	6	6	0	4	5	2	4	1	7
SR062614.  	1	2		galaxy s	1	4	3	2	6	6	6	6	6	4	6	2	2	2	2	2	2	2	2	2	1	4	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	4	2	2	2	4	3	3	3	4	4	4	4	4	4	4	4	5	4	7	7	6	4	6	6	6	6	6	6	4	5	4	2	6	6	6	6	6	6	6	5	5	5	6	6	6	7	1	1	1	1	1	1	1	5	3	3	5	2	4
1500272	1	2		y	1	5	5	6	6	6	6	5	3	3	4	2	2	4	4	2	2	2	4	4	4	2	2	2	1	1	2	2	1	2	1	2	5	2	1	5	5	5	5	5	5	3	1	3	4	5	4	1	1	5	4	4	5	4	5	5	5	4	5	7	6	6	6	5	5	5	4	5	5	4	5	5	5	5	5	4	5	5	5	4	5	5	5	5	4	5	7	4	5	5	5	5	5	0	5	3	1	4	7	4
1180837	1	2			1	1	1	2	7	7	1	2	4	4	3	1	2	2	3	3	3	3	3	3	2	2	2	2	2	2	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	3	2	2	3	3	3	3	0	4	8	3	6	1	5
1023588	1	5		razr max	2	7	7	7	1	1	1	1	1	1	1	1	1	1	1	7	7	7	7	4	4	4	4	7	4	4	7	1	4	4	4	4	1	1	3	4	4	4	4	7	2	3	4	4	1	1	1	1	1	1	1	1	1	1	1	1	7	4	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	4	4	3	3	3	4	4	4	5	4	4	7	4	7	7	7	7	7	0	5	12	1	2	2	4
1553780	1	6		Lumia 521 	2	7	7	6	7	6	4	6	4	3	4	5	5	4	4	4	5	4	4	1	3	5	4	4	4	4	5	4	5	4	5	4	4	5	4	4	4	4	4	4	5	4	4	4	5	3	4	4	3	4	4	5	4	3	4	4	4	4	4	4	4	4	4	4	5	4	4	3	5	4	5	4	4	4	4	4	3	3	5	4	4	5	3	4	4	4	5	4	4	4	4	4	1	1	4	9	5	3	3	5
1524215	1	1		Iphone 5	2	6	6	6	4	5	4	4	5	4	4	4	5	5	5	4	2	4	1	3	1	1	1	1	3	2	1	4	1	1	1	2	2	2	3	1	1	1	1	5	5	4	4	4	4	6	6	4	3	6	5	6	5	5	6	6	3	3	3	6	6	7	7	6	4	6	5	6	6	6	7	7	3	7	7	7	3	4	4	4	4	4	4	4	4	4	4	7	6	7	6	6	6	0	3	14	4	5	3	4
1427972	1	3		butterfly	2	7	6	7	5	6	6	7	6	5	6	6	5	6	6	6	5	5	6	7	6	5	6	6	5	5	6	7	6	6	7	6	5	5	7	6	5	5	6	7	6	6	6	5	6	6	5	5	6	6	5	6	5	6	5	6	6	5	5	6	5	5	6	6	5	6	5	5	6	5	5	6	6	6	5	5	6	6	5	6	6	5	5	6	5	6	5	6	7	6	6	5	6	0	4	9	4	3	4	6
1185392	1	2		s4	1	2	2	3	6	5	5	6	6	4	5	2	4	5	5	4	4	3	3	4	2	4	3	3	4	3	5	6	5	4	4	5	3	6	4	5	5	5	6	6	5	6	4	6	4	5	4	5	5	4	4	4	5	4	4	4	4	4	4	5	4	3	4	3	4	3	3	3	3	4	2	4	3	2	3	4	4	3	3	4	5	6	4	6	4	4	5	5	6	3	4	5	4	1	3	4	1	4	1	4
1561358	1	2		s4 zoom	1	4	4	4	6	6	4	7	7	7	7	7	7	7	7	1	1	1	1	4	5	1	1	7	2	6	7	7	7	4	6	7	7	7	7	6	7	7	7	4	2	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	1	1	7	4	6	6	1	1	1	7	7	7	1	2	3	1	1	1	4
1213620	1	2		s4	1	7	7	7	7	7	5	4	4	4	4	4	5	4	2	4	4	4	1	3	3	3	1	4	4	4	4	3	3	2	1	5	3	5	3	2	2	2	2	4	4	4	4	4	4	4	4	4	4	5	5	5	5	5	4	4	2	2	2	5	5	5	5	4	4	4	5	5	4	4	4	4	3	7	7	7	7	7	7	6	4	4	4	1	4	3	5	7	7	7	7	6	6	0	4	9	7	4	3	7
SR062614	1	2		Galaxy S4	1	1	1	1	4	4	4	5	6	6	6	5	5	5	5	4	4	4	3	4	2	2	3	2	2	2	5	4	2	1	1	4	3	3	4	5	5	6	5	3	3	3	4	5	5	5	5	2	4	4	3	2	1	4	2	2	2	2	2	6	5	5	5	4	3	3	5	5	4	4	6	5	2	7	7	7	7	5	5	4	2	2	2	5	6	5	6	1	1	1	1	1	1	0	4	9	1	1	1	5
1314784	1	2			1	1	1	1	7	4	4	7	7	7	7	7	1	7	7	4	4	4	7	1	1	1	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	4	1	7	7	1	1	1	1	1	1	1	1	1	1	1	1	7	7	4	7	7	7	7	1	1	1	7	7	4	1	7	7	7	7	7	7	4	1	1	1	4	4	4	7	1	1	1	1	1	1	0	5	2	1	4	1	1
58063	1	2		S3	1	4	4	4	2	2	3	2	2	3	2	4	3	3	4	4	5	5	5	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	5	5	5	4	4	4	5	5	4	4	4	4	4	4	4	5	5	5	2	2	2	2	3	4	3	4	4	5	4	3	3	5	3	3	5	3	3	3	3	5	5	5	4	3	3	6	3	4	3	4	5	3	1	4	9	3	6	3	6
1178942	1	2		S5	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	4	4	4	4	4	4	4	4	4	4	4	7	1	1	1	1	1	1	4	1	1	2	1	2	4	4	7	6	7	6	7	6	1	1	4	4	4	4	4	4	4	4	6	4	7	7	7	7	7	7	7	7	7	7	7	7	7	1	7	7	4	4	4	4	4	1	1	1	4	4	4	7	7	7	7	4	4	7	1	4	12	3	7	1	4
1338244	1	6		Lumia 720	1	2	2	2	7	7	6	6	6	6	6	4	6	6	7	3	3	3	3	5	4	3	1	4	3	3	5	5	6	6	6	7	7	7	7	7	6	6	6	7	6	6	4	5	6	4	4	4	4	4	4	4	3	4	4	4	5	7	7	1	1	5	4	6	6	6	6	6	6	6	6	6	6	3	4	4	6	3	3	3	4	4	4	3	3	3	7	1	1	1	3	3	4	1	3	14	1	2	2	2
74286	1	1		5s	2	4	4	4	7	7	6	6	7	6	6	6	7	6	6	2	2	2	2	1	1	1	1	1	1	4	4	1	1	1	4	3	1	1	1	5	5	5	3	5	5	7	5	5	4	7	7	7	7	4	4	4	4	4	4	4	4	4	4	7	7	7	7	6	6	6	6	7	7	7	7	7	3	7	6	7	7	5	5	5	4	4	4	1	1	1	4	1	1	1	1	1	1	1	4	11	3	7	6	4
1143375	1	3		n9100	2	5	5	5	6	6	6	4	4	3	4	1	2	2	4	4	4	4	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	5	3	4	3	2	1	4	3	2	1	1	1	1	1	1	1	1	1	1	4	1	1	7	7	7	3	2	2	6	2	4	4	3	5	4	3	7	7	7	7	6	6	6	2	4	4	5	4	4	6	3	2	5	1	1	1	0	5	13	1	3	3	2
293237	1	2		Note 2	1	5	5	7	5	4	5	4	4	3	4	2	4	4	5	3	3	3	2	3	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	5	3	1	3	3	2	5	5	5	4	2	4	1	4	4	4	1	4	3	3	6	7	4	5	1	3	2	2	2	5	1	1	1	6	5	5	2	7	6	4	5	5	5	5	4	4	4	5	1	5	6	4	6	5	1	1	5	1	4	5	2	6	2	3
974473	1	2		S3	1	7	6	7	1	3	3	3	4	2	4	3	3	3	5	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	5	6	6	4	4	4	5	6	5	6	6	6	6	6	6	7	7	7	7	7	7	7	7	7	7	7	7	1	1	2	5	2	3	2	3	2	2	2	2	2	2	3	3	2	2	3	3	3	4	4	4	4	4	4	6	6	6	6	7	7	6	1	3	3	3	5	2	4
1334972	1	1		5S	2	5	6	5	4	4	5	3	4	4	4	3	4	5	4	2	1	1	1	1	1	5	1	1	1	1	1	1	2	2	2	3	3	2	2	4	4	5	4	4	4	5	4	5	4	4	4	3	3	4	4	4	3	4	5	4	4	3	4	5	4	5	5	5	4	6	5	5	5	6	6	6	4	4	4	5	6	4	5	5	4	4	4	3	4	3	5	5	4	3	2	2	3	0	3	11	4	7	1	4
514932	1	4		305C	2	5	5	4	7	6	6	4	6	4	6	4	4	4	3	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	5	3	4	3	5	4	5	4	6	7	3	2	2	2	1	1	1	1	2	4	4	1	2	4	4	5	7	6	6	5	5	3	6	6	7	2	5	5	4	7	4	4	5	6	4	4	6	6	6	7	7	7	2	2	2	7	3	2	3	2	2	2	0	5	3	1	1	1	1
410034	1	2		S5	1	2	1	1	7	7	7	7	7	7	7	7	7	7	4	5	2	5	7	3	1	3	3	6	5	7	7	4	2	3	1	2	2	2	2	4	3	3	5	1	2	4	6	5	7	5	6	3	1	4	4	4	5	5	6	6	1	1	1	7	7	6	6	7	7	7	5	3	4	5	6	7	1	7	7	7	7	5	5	5	1	1	1	6	7	7	6	5	6	6	4	4	4	1	4	12	2	6	4	4
1359357	1	1		4s	2	3	3	4	6	3	4	4	3	4	4	3	4	4	4	3	3	2	3	4	1	1	1	1	1	1	2	1	1	1	1	2	2	2	2	5	5	5	4	7	6	5	5	3	4	6	5	3	4	2	2	2	1	2	2	2	1	2	2	6	5	3	3	2	2	2	5	5	3	4	3	4	5	7	7	7	6	5	5	3	3	3	3	2	3	5	3	2	2	4	1	2	3	1	4	5	1	3	3	3
420907	1	2		Galaxy S2	1	1	1	1	5	5	5	6	6	6	6	7	7	7	7	4	4	4	4	3	3	3	1	3	3	3	4	1	1	1	1	3	3	3	2	4	3	3	3	5	5	6	4	5	5	4	2	3	3	4	4	4	3	4	3	3	1	1	1	7	7	5	3	4	5	7	6	6	5	7	6	5	6	7	5	5	5	5	5	5	3	3	3	2	1	2	5	1	1	1	1	1	1	1	5	13	1	3	3	3
1515829	1	3		incredible	1	3	4	4	1	4	5	7	4	5	4	5	4	4	4	4	5	6	4	2	6	4	4	3	5	3	3	3	3	3	2	3	3	5	6	3	3	3	5	3	3	4	7	5	7	7	7	7	7	5	6	7	6	5	7	7	7	3	4	1	2	3	2	3	2	4	4	6	4	4	4	5	4	5	6	4	4	3	2	1	3	3	3	3	4	6	7	7	7	7	7	7	7	1	4	4	1	2	2	4
267785	1	1		Iphone 5	2	6	3	6	3	4	3	3	2	3	5	5	2	3	1	5	6	7	7	3	7	7	7	6	7	3	3	2	2	3	1	1	5	2	5	1	1	1	4	2	5	3	2	1	1	1	1	5	7	3	3	4	3	3	3	3	2	6	7	1	1	1	1	3	3	2	1	2	2	1	1	1	1	1	3	1	1	4	4	3	3	6	6	7	4	5	3	4	2	3	5	7	3	1	3	5	1	4	1	5
1250223	1	2		S4	1	7	7	4	5	6	5	3	6	6	4	5	5	6	4	1	1	3	1	2	1	4	1	1	1	1	4	1	5	6	7	5	2	5	2	7	5	5	4	6	7	6	6	7	6	7	5	4	1	6	7	6	7	7	7	5	4	5	4	6	5	6	7	5	7	6	4	6	5	7	7	7	2	6	7	7	5	4	4	5	4	5	5	6	7	5	7	5	4	6	5	7	7	0	4	5	1	1	1	4
1245564	1	1		5s	2	1	1	7	1	1	1	2	3	3	2	2	2	2	2	1	3	3	3	2	3	2	3	3	4	3	4	4	5	3	3	1	3	4	4	3	2	4	4	3	4	4	4	4	4	4	4	4	4	1	1	1	1	1	1	2	3	5	4	1	1	1	1	2	2	1	1	1	1	3	2	2	2	1	3	3	4	4	4	4	4	5	4	4	3	3	3	4	4	4	4	4	4	0	6	12	4	3	3	7
1554859	1	2		S3	1	7	6	3	6	6	5	4	7	4	4	3	2	2	7	2	1	2	1	1	1	1	2	2	1	2	1	1	1	1	1	1	1	1	1	2	2	1	1	7	6	7	4	5	2	4	4	4	4	4	4	4	4	4	4	4	5	5	5	7	4	4	4	6	6	6	4	4	4	4	4	4	4	6	5	7	6	6	5	5	4	5	4	5	5	5	7	1	1	1	1	1	1	1	2	10	1	1	1	3
1307894	1	5		droid razr m	2	6	7	6	4	4	4	2	2	4	4	4	4	4	4	3	4	4	5	4	4	5	6	4	4	4	5	5	4	4	4	6	5	5	6	5	5	5	6	6	5	5	6	5	5	6	5	5	6	6	5	6	5	5	6	6	6	5	5	5	6	6	6	5	5	6	6	6	5	6	6	5	5	6	5	6	6	6	5	5	6	5	5	6	5	6	2	5	5	5	6	5	5	0	4	16	1	1	1	2
1561394	1	4		vortex	1	6	6	6	3	3	3	2	3	2	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	2	2	2	5	5	5	5	4	4	4	2	2	2	1	2	2	2	4	4	4	2	2	2	2	3	3	3	6	6	5	4	6	6	6	3	3	3	3	6	6	1	7	7	4	4	7	4	7	4	4	4	3	7	6	7	2	2	2	1	1	1	0	5	15	7	7	3	7
1062265	1	2		Galaxy s4	1	2	1	1	2	2	2	7	7	6	6	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	6	7	7	7	6	6	7	7	5	7	5	4	6	6	4	4	4	4	5	4	4	7	7	5	3	2	3	3	5	6	7	6	6	6	5	6	6	7	1	1	7	7	1	1	1	3	2	2	7	1	5	4	2	2	2	2	6	2	1	3	5	5	7	1	5
1121864	1	2		s3	1	5	5	3	4	3	4	3	5	4	4	3	4	4	5	3	3	4	2	2	2	2	2	2	3	3	4	4	4	5	5	2	3	4	3	5	5	5	5	5	5	2	4	5	4	4	3	3	4	3	2	3	2	2	3	2	4	5	5	6	5	5	4	5	4	5	4	5	5	4	4	3	3	5	4	5	5	5	5	5	4	4	4	2	3	2	6	3	4	5	2	2	4	0	5	7	4	3	2	2
1067900	1	2		Galaxy S3	1	4	3	1	5	5	6	6	6	5	7	6	6	6	7	3	4	4	1	4	1	4	1	4	1	1	5	4	5	6	5	6	6	6	6	6	6	6	6	4	6	6	5	6	4	6	5	6	4	4	4	5	4	4	4	4	4	6	5	6	6	7	7	4	4	4	5	7	6	7	7	7	6	5	5	7	6	4	3	3	4	4	4	3	3	3	7	3	5	5	4	5	5	1	6	3	3	5	1	5
1152290	1	1		S4	2	7	7	6	6	6	6	4	3	4	3	3	2	3	4	1	1	1	1	1	1	7	1	1	1	1	1	1	3	1	3	1	1	1	1	4	5	4	3	2	2	4	1	7	4	4	4	4	1	4	4	4	4	4	4	4	4	5	5	7	7	7	7	4	4	4	4	4	4	4	4	4	4	7	6	4	4	4	4	4	7	7	7	5	5	5	6	5	6	7	5	6	7	0	4	6	4	7	5	7
465473	1	2		GalaxyS3	1	2	1	1	7	6	6	7	7	7	7	6	5	6	7	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	6	6	6	7	7	6	5	6	6	7	7	6	7	6	7	7	7	7	7	7	7	7	7	6	6	6	7	4	4	4	4	4	4	1	1	1	4	2	1	4	4	4	5	0	5	3	1	2	5	5
564897	1	1		4S	2	2	3	3	5	6	7	2	6	6	7	7	7	7	4	7	7	6	7	6	7	5	5	2	7	7	6	7	7	3	2	7	7	4	3	2	1	3	2	2	2	6	2	2	2	4	6	7	7	5	6	5	7	7	7	7	5	3	2	1	6	3	4	7	7	7	7	7	7	7	7	3	7	3	2	4	3	3	5	4	3	2	4	4	3	3	2	1	1	1	7	7	1	0	4	7	3	7	3	4
1013974	1	8		5s	1	7	7	6	5	5	4	3	3	4	3	5	4	4	4	3	3	3	2	5	4	5	2	6	6	2	2	3	3	3	4	4	3	4	5	5	4	5	4	4	4	5	5	4	3	3	4	3	3	4	3	4	5	6	5	4	6	7	7	5	6	6	4	3	3	2	2	3	3	3	4	4	4	5	5	6	6	5	4	4	6	5	5	6	6	6	7	6	7	6	5	4	5	0	4	5	4	7	2	5
1523932	1	2		Galaxy S5	1	1	1	1	6	6	6	7	7	7	7	7	5	7	4	6	6	6	6	5	6	4	4	7	6	7	7	7	7	5	5	7	2	5	6	7	7	6	7	7	7	5	7	6	6	7	7	1	1	4	4	4	2	5	5	5	3	7	2	5	5	6	4	3	2	5	1	4	2	4	4	4	3	7	6	6	6	2	1	1	1	1	1	4	6	5	6	4	4	4	3	5	4	0	4	4	3	4	1	4
1229057	1	2		galaxy victory	1	1	1	1	7	6	6	6	6	7	6	6	7	7	6	4	5	6	6	4	1	1	4	5	2	6	7	1	1	1	1	1	1	4	4	5	5	6	6	4	3	4	7	6	7	7	7	5	4	4	4	4	1	5	5	5	1	1	1	7	6	7	7	4	2	4	1	4	3	3	4	5	2	7	6	6	7	6	6	5	2	2	2	4	5	5	7	3	2	5	4	1	5	0	5	7	3	5	5	3
1037188	1	2		S4	1	2	3	2	6	6	5	6	7	5	6	5	6	5	6	6	5	6	5	6	6	4	5	6	5	6	7	3	4	2	4	7	6	6	6	6	6	6	5	4	5	5	6	5	5	6	6	3	2	5	3	4	5	5	6	5	4	5	4	5	5	6	4	4	5	5	5	5	5	5	6	6	6	7	6	7	6	4	4	4	4	3	3	2	4	3	5	4	5	5	3	3	4	0	6	12	3	6	2	3
655329	1	2		s4	1	6	6	6	5	4	4	3	4	3	3	2	2	2	5	2	2	2	1	1	1	5	1	3	3	7	2	2	2	2	5	3	1	2	2	5	5	5	5	6	5	5	2	5	5	5	5	2	2	4	4	4	2	4	4	4	6	6	6	7	7	5	7	3	3	2	2	2	2	4	5	5	3	7	7	7	4	7	6	7	6	6	5	4	6	6	7	4	4	4	1	1	3	1	5	4	4	7	1	4
372223	1	2		Galaxy S 3	1	1	1	1	7	7	7	7	7	7	7	6	6	6	7	4	3	3	1	5	5	5	5	6	5	6	6	5	5	6	6	4	5	4	4	6	7	5	5	5	4	4	6	5	4	4	3	2	1	5	4	4	4	5	5	4	5	5	4	4	4	5	5	5	5	5	4	4	3	7	7	7	6	5	4	5	4	4	4	4	3	4	4	2	1	1	4	1	1	3	1	4	6	1	4	3	1	1	1	3
